ingredient,category,risk_level,health_effect
water (aqua/eau)",unknown,unknown,unknown
and ultra-high molecular weights) that hydrate layers of skin for plump-,unknown,unknown,unknown
-co-q10: an antioxidant working to protect the skin from environmental stress,unknown,unknown,unknown
lycium chinense fruit extract,unknown,unknown,unknown
"-sunflower and ginger root oils: melt even stubborn makeup (including long-wear) without stripping or drying skin.
-turmeric and moringa extract: help remove impurities",unknown,unknown,unknown
"-plant-derived hyaluronic acid: moisturizes skin with weightless hydration.
-reishi and fermented chaga mushrooms: visibly reduce redness and restore resilience.
-adaptogenic licorice root: helps skin adapt to and resist environmental stressors.

water/aqua/eau",unknown,unknown,unknown
"soft-skin feel and reduce shine.
-avocado and african yellow wood bark extracts: help control oil and reduce oiliness.
-chemical sunscreens: provide broad-spectrum uva/uvb spf 45 protection.

water",unknown,unknown,unknown
"-bifidus prebiotic 10%: creates a favorable environment for the good bacteria present on skin’s surface.
-hyaluronic acid: enhances skin’s hydration and moisture retention.
-vitamin c: neutralizes free radicals",unknown,unknown,unknown
"helichrysum italicum extract.

the list of ingredients is subject to change",unknown,unknown,unknown
saccharomyces ferment filtrate,unknown,unknown,unknown
"sodium acetylated hyaluronate.

the list of ingredients is subject to change",unknown,unknown,unknown
thymol trimethoxycinnamate,unknown,unknown,unknown
"citric acid.



the list of ingredients is subject to change",unknown,unknown,unknown
artemisia capillaris flower extract,unknown,unknown,unknown
ethyl macadamiate (skin-softening),unknown,unknown,unknown
"leaving skin soft and smooth.
-ceramide np: fortifies the skin barrier.

ricinus communis (castor) seed oil",unknown,unknown,unknown
melanin,unknown,unknown,unknown
ci 15985 (yellow 6),unknown,unknown,unknown
"aggravated skin.

aqua/water/eau",unknown,unknown,unknown
alpinia officinarum root extract,unknown,unknown,unknown
hydrogenated farnesene,unknown,unknown,unknown
acacia decurrens flower cera,unknown,unknown,unknown
"brighter-looking skin.
-pyrus malus (apple) fruit extract: antioxidant that helps reduce visible signs of aging and defend against pollution.

aqua (water",unknown,unknown,unknown
astrocaryum murumuru seed butter,unknown,unknown,unknown
iron oxide (ci 77492,unknown,unknown,unknown
- white willow bark extract: helps unclog pores and manage excess oil. - caviar lime extract: a natural source of alpha hydroxy acids (ahas),unknown,unknown,unknown
schisandra chinensis (magnolia) fruit extract,unknown,unknown,unknown
"reducing damage from oxidative stress.

water/aqua/eau",unknown,unknown,unknown
taurine,unknown,unknown,unknown
ci 77947 (zinc oxide),unknown,unknown,unknown
dimethicone/phenyl vinyl dimethicone crosspolymer,unknown,unknown,unknown
mineral oil (paraffinum liquidum/huile minerale),unknown,unknown,unknown
"and ibs cramps.
-inulin: a prebiotic sourced from artichoke root that feeds good bacteria in your gut.

inulin (root) (jerusalem artichoke)",unknown,unknown,unknown
mandelic acid,unknown,unknown,unknown
hawthorn,unknown,unknown,unknown
prunus domestica (plum) seed oil,unknown,unknown,unknown
"-mallow extract: helps hydrate.
-mallow yeast extract: contributes to the chrono-hydration of the skin.
-hyaluronic acid: supports the epidermal water reservoir.

aqua (water)",unknown,unknown,unknown
leontopodium alpinum callus culture extract,unknown,unknown,unknown
trimethylpentanediol/adipic acid copolymer,unknown,unknown,unknown
"-mango butter: highly moisturizing butter that leaves skin healthy and hydrated.
-ashwagandha: ayurvedic herb that calms skin.
-cherry extract: helps protect skin against free radicals.

olea europaea (olive) fruit oil",unknown,unknown,unknown
butyleneglycol,unknown,unknown,unknown
sodium benzoate,unknown,unknown,unknown
celosia,unknown,unknown,unknown
colloidal platinum [nano],unknown,unknown,unknown
adenosine (skin-restoring),unknown,unknown,unknown
"balanced skin.
-menthol",unknown,unknown,unknown
-five fruit-derived alpha hydroxy acids: glycolic acid from sugar cane,unknown,unknown,unknown
"-polyglutamic acid complex 3%: a naturally occuring super hydrator that enhances skin moisturization.

water",unknown,unknown,unknown
isopropyl titanium triisostearrate,unknown,unknown,unknown
"and blueberry antioxidant complex: visibly reduces redness and soothes discomfort.

water (aqua)",unknown,unknown,unknown
"-ceramide np: supports the skin barrier.
-panthenol: moisturizes and nourishes skin’s barrier to prevent water loss.
-glycerin: moisturizes skin.

water/aqua/eau",unknown,unknown,unknown
"cinnamomum camphora linalooliferum wood extract.

the list of ingredients is subject to change",unknown,unknown,unknown
punica granatum (pomegranate) extract*,unknown,unknown,unknown
coffea arabica (coffee) seed oil,unknown,unknown,unknown
mannose • xanthan gum,unknown,unknown,unknown
"-argan oil: hydrates and nourishes skin.
-argan shell powder and lava stone pumice: gently polish away dead skin cells.
-avocado",unknown,unknown,unknown
secale cereale seed extract/rye seed extract,unknown,unknown,unknown
sclerocarya birrea seed oil*,unknown,unknown,unknown
nurture,unknown,unknown,unknown
helping your skin appear plump,unknown,unknown,unknown
"yellow 6 lake (ci 15985).

the list of ingredients is subject to change",unknown,unknown,unknown
"-retinol: a vitamin a derivative that supports collagen production to reverse visible signs of photoaging and improve the appearance of fine lines and wrinkles while caring for uv-induced free-radical damage; it also reduces the overproduction of blemish-causing sebum and visibly fades dark spots.

-bakuchiol: this retinol-like botanical active demonstrates the same level of efficacy as retinol without redness or irritation",unknown,unknown,unknown
capsicum frutescens fruit extract,unknown,unknown,unknown
"-tfc8®: creates an optimal environment for care and visible renewal.
-australian lemon myrtle extract: helps protect skin against environmental oxidation and aggressors.
-rice bran oil: provides hydration without clogging pores.

aqua/water/eau",unknown,unknown,unknown
rosa damascena (rose) extract,unknown,unknown,unknown
cire de propolis),unknown,unknown,unknown
"rubus idaeus (raspberry) fruit extract.
*conditioning alcohols.



the list of ingredients is subject to change",unknown,unknown,unknown
colloidal silicon dioxide,unknown,unknown,unknown
-vitamin c (thd ascorbate): highly stable,unknown,unknown,unknown
-proprietary wild-collected algae blend: visibly plumps,unknown,unknown,unknown
selenium,unknown,unknown,unknown
7-methyl-2h-benzo-1,unknown,unknown,unknown
"butylphenyl methylpropional.



the list of ingredients is subject to change",unknown,unknown,unknown
brassica napus oleifera extract,unknown,unknown,unknown
polysilicone-11,unknown,unknown,unknown
replenish,unknown,unknown,unknown
orzya sativa (rice) extract,unknown,unknown,unknown
lavandula spica (lavender) flower oil,unknown,unknown,unknown
-aha and bha blend: provides chemical exfoliation to target blemishes,unknown,unknown,unknown
schizophyllan,unknown,unknown,unknown
copper powder (ci 77400),unknown,unknown,unknown
"-gotu kola extract: is an ancient herb known to support skin and hair health.
-monoi oil: moisturizes skin and hair.

avobenzone: 2.5%",unknown,unknown,unknown
oak root extract,unknown,unknown,unknown
anigozanthos flavidus flower/leaf extract,unknown,unknown,unknown
echium,unknown,unknown,unknown
trideceth-6 phosphate,unknown,unknown,unknown
"fizzing bath star:
sodium bicarbonate",unknown,unknown,unknown
melaleuca alternifolia (tea tree) lead oil,unknown,unknown,unknown
panax ginseng berry extract,unknown,unknown,unknown
dirt,unknown,unknown,unknown
cassia hydroxypropyltrimoniumchloride,unknown,unknown,unknown
000 percent for smoother,unknown,unknown,unknown
amorphophallus konjac root powder,unknown,unknown,unknown
rose gallica flower extract,unknown,unknown,unknown
"and fight the effects of pollution.
-papaya enzymes: naturally exfoliate pores.

cetyl ethylhexanoate",unknown,unknown,unknown
alanyl glutamine,unknown,unknown,unknown
galactomyces ferment filtrate (pitera),unknown,unknown,unknown
eryngium maritimum callus culture filtrate,unknown,unknown,unknown
"and combat the formation of dark and yellowish spots.
-ginseng extract: supports the skin's own defenses against uv-induced environmental stress.
-vitamin e: protects against free radicals for a glowing",unknown,unknown,unknown
sodium polyacryloyldimethyltaurate,unknown,unknown,unknown
bha.,unknown,unknown,unknown
bismuth oxychloride (ci 77163)].,unknown,unknown,unknown
cornus officinalis fruit extract,unknown,unknown,unknown
thioctic acid,unknown,unknown,unknown
"natural anti-inflammatory benefits.
-olive fruit oil: emollient that softens the skin; penetrates the skin without clogging pores and provides relief for dry and sensitive skin.
-jojoba oil: smooths and softens skin; moisturizes and protects with a lubricating",unknown,unknown,unknown
sodium chloride (pink himalayan salt),unknown,unknown,unknown
ethylhexylglycerin if pregnant or nursing,unknown,unknown,unknown
organic aloe barbadensis leaf juice,unknown,unknown,unknown
"linalool.






the list of ingredients is subject to change",unknown,unknown,unknown
malpighia glabra (acerola) fruit juice,unknown,unknown,unknown
simmondsia chinensis butter/jojoba butter,unknown,unknown,unknown
avobenzone 2.4%,unknown,unknown,unknown
eucalyptus globulus leaf oil.,unknown,unknown,unknown
reduce visible redness,unknown,unknown,unknown
tiger grass,unknown,unknown,unknown
illicium verum (star anise) oil,unknown,unknown,unknown
gellidiela acerosa (algae) extract,unknown,unknown,unknown
dianthus caryophyllus flower extract,unknown,unknown,unknown
sorbitan stearate,unknown,unknown,unknown
laminaria digitata (brown algae) extract. less than 2% of essential oil blend eucalyptus globulus,unknown,unknown,unknown
"long-lasting hydration.
-mint leaf extract: has a refreshing",unknown,unknown,unknown
red 33 (ci 17200) rds product name: clarifying lotion 2 (new)   division: cl (clinique)water,unknown,unknown,unknown
sapindus trifoliatus fruit extract,unknown,unknown,unknown
sorbitan olivate (derived from olive),unknown,unknown,unknown
rosmarinus officinalis (rosemary) leaf essential oil,unknown,unknown,unknown
"-1.5% flavoslim™: citrus-derived complex that diminishes the look of cellulite.
-caffeine: helps to firm and invigorate skin’s appearance.
-mokaté melon oil: nurtures and moisturizes skin with vitamin e and essential fatty acids.

water/aqua/eau",unknown,unknown,unknown
homosalate 7.0%,unknown,unknown,unknown
"ascorbic acid: support and boosts immunity. *
-citrus bioflavonoids: improve vitamin absorption. *

vitamin c (ascorbic acid)",unknown,unknown,unknown
"-enzyme subtilisin: removes dry and rough skin cells.
-enzyme lipase: frees the skin from excess sebum/oil.
-ascorbic acid: hydrates and refreshes the skin and has an antioxidant effect",unknown,unknown,unknown
bacillus/soybean ferment extract,unknown,unknown,unknown
mineral-rich spheres that dissolve upon activation for a targeted yet gentle exfoliation,unknown,unknown,unknown
vitis vinifera (grape) skin extract,unknown,unknown,unknown
citrus aurantium amara (bitter orange)leaf/twig oil*,unknown,unknown,unknown
cyathea medullaris leaf extract,unknown,unknown,unknown
"patented regenerative compound produced from microalgae.   
-microalgae oil: hydrates five times longer than untreated skin for up to 24 hours.  
-plant collagen: hydrates and conditions the skin as a vegetable source of collagen for a more youthful glow. 
-persian silk tree extract: creates a lifted appearance",unknown,unknown,unknown
brassica oleracea capitata (cabbage) leaf extract,unknown,unknown,unknown
sida cordifolia (bala) oil [sesamum indicum (sesame) seed oil,unknown,unknown,unknown
"-cactus stem cell extract and hyaluronic acid
-exclusive moringa extract
-exclusive hibiscus morning bloom extract

water/aqua/eau",unknown,unknown,unknown
aloe barbadensis (aloe vera) leaf extract,unknown,unknown,unknown
rosa canina seed extract,unknown,unknown,unknown
"and promotes even-looking tone and texture.
-glycerin: provides lasting hydration for soft- and supple-feeling skin.
-hyaluronic acid: draws hydration into skin for a firm",unknown,unknown,unknown
kojic acid dipalmitate,unknown,unknown,unknown
linum usitatissimum (linseed) seed extract,unknown,unknown,unknown
help prevent irritation,unknown,unknown,unknown
and caffeine: nourish,unknown,unknown,unknown
myristoyl tetrapeptide-13,unknown,unknown,unknown
apricot kernel oil,unknown,unknown,unknown
ethyl ascorbic acid,unknown,unknown,unknown
ascorbyl methylsilanol pectinate,unknown,unknown,unknown
galbanum resin oil,unknown,unknown,unknown
"-three types of vitamin c and tranexamic acid: visibly brighten and reduce the look of dark circles.
-peptides and bakuchiol: visibly firm and reduce the look of wrinkles and under-eye bags.
-caffeine and cedar bark: support microcirculation and prevent the appearance of thinning skin.

water/aqua/eau",unknown,unknown,unknown
-fastfade™ complex: nine percent blend of lactic,unknown,unknown,unknown
bambusa vulgaris leaf/stem extract,unknown,unknown,unknown
prunus domestica seed oil*,unknown,unknown,unknown
